Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Dynamic taxonomy composition via keyqueries,T. Gollub; M. Völske; M. Hagen; B. Stein,"Bauhaus-Universität Weimar, 99421, Germany; Bauhaus-Universität Weimar, 99421, Germany; Bauhaus-Universität Weimar, 99421, Germany; Bauhaus-Universität Weimar, 99421, Germany",IEEE/ACM Joint Conference on Digital Libraries,,2014,,,39,48,,,,10.1109/JCDL.2014.6970148,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6970148,dynamic taxonomy composition;keyquery;classification systems;reverted index;big data problem,Taxonomy;Libraries;Search engines;Indexes;Computational modeling;Clustering algorithms;Heuristic algorithms,digital libraries;document handling;query processing,dynamic taxonomy composition;unsupervised framework;subject-oriented taxonomy composition;library classification systems;digital library full-text retrieval system;document achieves;high relevance score;keyquery framework;static classification systems;complex taxonomy structures;Web search experience;structural complexity;taxonomy-based library exploration;library documents;heuristic search space pruning;map-reduce application;taxonomy composition framework,,,,,,,,,,IEEE,IEEE Conferences
Online Temporal Summarization of News Events,T. Schubotz; R. Krestel,NA; NA,2015 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),,2015,1,,409,412,,,,10.1109/WI-IAT.2015.159,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396839,Temporal Summarization;Language Models,Context;Accidents;Internet;Atmospheric modeling;Computer crashes;Encyclopedias,natural language processing;probability;query processing;text analysis,online temporal news event summarization;news articles;national events;international events;disasters;news coverage;user-defined query;probabilistic language models;entity recognition;document extraction;sentence extraction;news document streaming;BM25 scoring;query language model;Kullback-Leibler divergence;document corpus;text retrieval conference;TREC,,,,,,,,,,IEEE,IEEE Conferences
Research on the privacy-preserving retrieval over ciphertext on cloud,Z. Xinyi; Z. Ru; W. Fangyu; L. Jianyi; Y. Yuangang,"Beijing University of Posts and Telecommunications, Beijing 100876, China; Beijing University of Posts and Telecommunications, Beijing 100876, China; Beijing University of Posts and Telecommunications, Beijing 100876, China; Beijing University of Posts and Telecommunications, Beijing 100876, China; China Information Technology Security Evaluation Center, Beijing 100085, P.R. China",2016 6th International Conference on Information Communication and Management (ICICM),,2016,,,100,104,,,,10.1109/INFOCOMAN.2016.7784223,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7784223,cloud computing;keyword retrieval;homomorphic encryption;privacy protection;MapReduce (key words),Information retrieval;Servers;Cloud computing;Ciphers;Indexes;Encryption,authorisation;cloud computing;data protection;parallel programming;query processing;text analysis,privacy-preserving retrieval;cloud storage services;information store;data store;cloud service provider;data management;data security;data encryption;cipher text retrieval technology;user access pattern disclosure;keyword search;homomorphic encryption;private information retrieval;query operation;MapReduce,,,,,,,,,,IEEE,IEEE Conferences
Unsupervised query-by-example spoken term detection using segment-based Bag of Acoustic Words,B. George; B. Yegnanarayana,"Speech and Vision Lab, International Institute of Information Technology, Hyderabad, India; Speech and Vision Lab, International Institute of Information Technology, Hyderabad, India","2014 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,2014,,,7133,7137,,,,10.1109/ICASSP.2014.6854984,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6854984,query-by-example;spoken term detection;Bag of Acoustic Words;template matching;unsupervised learning;segment ranking,Acoustics;Speech;Histograms;Vocabulary;Indexing,query processing;speech recognition;unsupervised learning,unsupervised query by example spoken term detection;segment based bag of acoustic words;text retrieval systems;sequence information;dynamic time warping;temporal matching technique,,,,,,,,,,IEEE,IEEE Conferences
Information content measures of semantic similarity between documents based on Hadoop system,M. Birjali; A. Beni-Hssane; M. Erritali; Y. Madani,"Department of Computer Sciences, University of Chouaib Doukkali, Faculty of Sciences, Eljadida, Morocco; Department of Computer Sciences, University of Chouaib Doukkali, Faculty of Sciences, Eljadida, Morocco; Department of Computer Sciences, University of Sultan Moulay Slimane, Faculty of Science and Technology, Beni Mellal, Morocco; Department of Computer Sciences, University of Sultan Moulay Slimane, Faculty of Science and Technology, Beni Mellal, Morocco",2016 International Conference on Wireless Networks and Mobile Communications (WINCOM),,2016,,,187,192,,,,10.1109/WINCOM.2016.7777212,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7777212,distributed processing;Hadoop;Big Data;Semantic similarity;Mapreduce programming;Wordnet,Semantics;Ontologies;Servers;Indexing;Big data;Programming;Frequency measurement,data handling;parallel algorithms;query processing;text analysis,information content;Hadoop system;document retrieval;text retrieval;MapReduce;distributed processing;document semantic similarity measures;parallel algorithm;WordNet,,,,,,,,,,IEEE,IEEE Conferences
NELasso: Group-Sparse Modeling for Characterizing Relations Among Named Entities in News Articles,A. Tariq; A. Karim; H. Foroosh,"Department of Computer Science, Forman Christian College, Pakistan; Department of Information Technology, Lahore University of Management and Sciences, Lahore, Pakistan; Department of Computer Science, University of Central Florida, Orlando, FL",IEEE Transactions on Pattern Analysis and Machine Intelligence,,2017,39,10,2000,2014,,,,10.1109/TPAMI.2016.2632117,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7755776,Sparse group learning;LASSO;named entities;semantic network construction;news understanding,Semantics;Context;Encyclopedias;Electronic publishing;Internet;Vocabulary,compressed sensing;feature extraction;information resources;query formulation;text analysis;unsupervised learning;word processing,BBC News shows;TIME magazine;newsfeeds;unsupervised system;word groups;LASSO sparse group;sparse structured logistic regression;semantic relations learning;relations extraction;textual content;search queries;online content;named entities;news articles;group-sparse modeling;NELasso,,,,,,,,,,IEEE,IEEE Journals & Magazines
SDISSASA: A Multiagent-Based Web Mining via Semantic Access to Web Resources in Enterprise Architecture,K. Bahreini; A. Elci,NA; NA,2008 32nd Annual IEEE International Computer Software and Applications Conference,,2008,,,553,558,,,,10.1109/COMPSAC.2008.100,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4591619,Software Agent;Web Mining;Enterprise Architecture;Semantic WEB;J2EE,Ontologies;Data mining;OWL;Semantic web;Computer architecture;Web sites;Service oriented architecture,data mining;database management systems;multi-agent systems;ontologies (artificial intelligence);query processing;semantic Web;software agents;software architecture,semantic distributed intelligent software search;store agents;multiagent;Web mining;semantic access;distributed intelligent software agents;robots;virtual software systems;enterprise-tier architecture;semantic database retrieval;meta database;semantic database querying;customized knowledge-based ontology files,,,,,,,,,,IEEE,IEEE Conferences
Mining Event Definitions from Queries for Video Retrieval on the Internet,K. Shirahama; C. Sugihara; K. Matsumura; Y. Matsuoka; K. Uehara,NA; NA; NA; NA; NA,2009 IEEE International Conference on Data Mining Workshops,,2009,,,176,183,,,,10.1109/ICDMW.2009.70,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5360507,,Internet;Data mining;Conferences,data mining;feature extraction;Internet;learning (artificial intelligence);query processing;rough set theory;video retrieval,mining event definitions;video retrieval;Internet;query processing;partially supervised learning;video mask;feature extraction;rough set theory;TRECVID 2008 video collection,,,,,,,,,,IEEE,IEEE Conferences
An Efficient Algorithm for top-k Queries on Uncertain Data Streams,C. Dai; L. Chen; Y. Chen; K. Tang,NA; NA; NA; NA,2012 11th International Conference on Machine Learning and Applications,,2012,1,,294,299,,,,10.1109/ICMLA.2012.57,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6406678,uncertain data streams;top-k queries;slidingwindow,Databases;Probability;Algorithm design and analysis;Educational institutions;Heuristic algorithms;Software algorithms;Complexity theory,computational complexity;data mining;query processing;set theory,top-k query algorithm;uncertain data streams;maximum probabilistic top-k tuple set query answering;sliding-window model;sliding-window query processing;space complexity;time complexity,,,,,,,,,,IEEE,IEEE Conferences
"Batch is back: CasJobs, serving multi-TB data on the Web",W. O'Mullane; N. Li; M. Nieto-Santisteban; A. Szalay; A. Thakar; J. Gray,"Johns Hopkins Univ., USA; Johns Hopkins Univ., USA; Johns Hopkins Univ., USA; Johns Hopkins Univ., USA; Johns Hopkins Univ., USA; Johns Hopkins Univ., USA",IEEE International Conference on Web Services (ICWS'05),,2005,,,33,40 vol.1,,,,10.1109/ICWS.2005.29,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1530780,,Databases;Content addressable storage;Delay;Statistics;Filtering;Network servers;Performance analysis;Data mining;Collaboration;Simple object access protocol,Web sites;information services;astronomical catalogues;astronomy computing;scientific information systems;query processing;database management systems;information filtering,CasJobs;Sloan Digital Sky Survey;science database;SDSS Catalog Archive Server;SkyServer Website;query processing;response times;multiserver multiqueue batch job submission;job execution;job tracking system;data transfer;personal databases;MyDB;SOAP XML Web services;information filtering,,,,,,,,,,IEEE,IEEE Conferences
An integrated environment for management and exploitation of linguistic resources,R. Stanković; I. Obradović,"Faculty of Mining and Geology University of Belgrade, Djusina 7, Serbia; Faculty of Mining and Geology University of Belgrade, Djusina 7, Serbia",2009 International Multiconference on Computer Science and Information Technology,,2009,,,287,294,,,,10.1109/IMCSIT.2009.5352715,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5352715,,Environmental management;Resource management,software tools;visual databases;Web services,linguistic resources;WS4LR software tool;WS4QE Web application;Web services;spatial data retrieval;aligned text retrieval;Web query expansion,,,,,,,,,,IEEE,IEEE Conferences
Using Bug Report Similarity to Enhance Bug Localisation,S. Davies; M. Roper; M. Wood,NA; NA; NA,2012 19th Working Conference on Reverse Engineering,,2012,,,125,134,,,,10.1109/WCRE.2012.22,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385108,bug localisation;feature location;mining software repositories,Computer bugs;Training;Maintenance engineering;Large scale integration;Java;Documentation;Indexes,information retrieval;program debugging;software maintenance;source coding,bug localisation enhancement;bug report similarity;source code;information retrieval;corpus;query processing;textual similarity;duplicate bug report detection;software maintenance,,,,,,,,,,IEEE,IEEE Conferences
Evaluation of Approaches for Dimensionality Reduction Applied with Naive Bayes Anti-Spam Filters,T. A. Almeida; A. Yamakami; J. Almeida,NA; NA; NA,2009 International Conference on Machine Learning and Applications,,2009,,,517,522,,,,10.1109/ICMLA.2009.22,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5381433,Dimensionality reduction;anti-spam classifier;machine learning,Filters;Electronic mail;Filtering;Machine learning;Bayesian methods;Frequency;Text categorization;Support vector machines;Support vector machine classification;Application software,Bayes methods;belief networks;decision theory;e-mail filters;unsolicited e-mail,dimensionality reduction approach;naive Bayes algorithm;antispam filters;E-mail spam messages detection;document frequency technique;information gain technique;mutual information technique;X<sup>2</sup> statistic technique;odds ratio technique;Bayesian decision theory;term selection techniques,,,,,,,,,,IEEE,IEEE Conferences
